kernel,n_true,events,seed,fitter,n_events,n_hat,se_n,converged,loglik,ks_stat,ks_p,seconds,beta_hat
exp,0.6,2000,30,grid_default_spline2min,1971,0.5401436081468346,0.039368546188254215,True,557.1544669598063,0.012968613764047177,0.8902653280182526,0.02513840000028722,
exp,0.6,2000,31,exp_true_beta,1946,0.662419765005426,0.028322187358143982,True,677.813818087363,0.012391522095375085,0.9224638041210879,0.005961199989542365,
exp,0.6,2000,31,exp_profile,1946,0.6596043908509674,0.028233810660351764,True,677.8393842113446,0.010899742812095603,0.97298489986842,0.1491022999980487,2.040319415667509
exp,0.6,2000,31,grid_decade_const,1946,0.7101464053077111,0.03230796045272619,True,664.46928993436,0.020088809507055383,0.4067648581622061,0.011499300002469681,
exp,0.6,2000,31,grid_default_const,1946,0.6758787611530968,0.03292626407936209,True,676.3249123957223,0.010335773381599467,0.9841244546419591,0.031536700000287965,
exp,0.6,2000,31,grid_default_spline2min,1946,0.6622825667873784,0.033555358249137426,True,678.8498683150215,0.010676933879962824,0.9778686186212349,0.04049460000533145,
exp,0.6,2000,32,exp_true_beta,2087,0.574017469107848,0.030346810716293433,True,721.9040288364004,0.017019193457687043,0.57514954228942,0.007747099996777251,
exp,0.6,2000,32,exp_profile,2087,0.5844467129710185,0.03081560220337504,True,722.0731163902942,0.01787198976925622,0.511846457252841,0.1510392999916803,1.8683373598243551
exp,0.6,2000,32,grid_decade_const,2087,0.6405633945418563,0.03601295094433144,True,718.5638340752776,0.018124674215942882,0.49364974159435737,0.017121500000939704,
exp,0.6,2000,32,grid_default_const,2087,0.6113467106527114,0.037199352789454285,True,722.6959587714728,0.015711202486978104,0.6754521267984581,0.025763400000869296,
exp,0.6,2000,32,grid_default_spline2min,2087,0.5976202320171037,0.03770094497575315,True,724.8706031982751,0.015065451376237271,0.7247515078011001,0.026291799993487075,
exp,0.6,2000,33,exp_true_beta,2208,0.6255759179509086,0.02847563043430744,True,958.1047383620839,0.014452546818071288,0.7399337315545477,0.0053269000054569915,
exp,0.6,2000,33,exp_profile,2208,0.6460445765261791,0.029229176658079184,True,959.0696373557043,0.011187420479410626,0.9421672936532889,0.15765059999830555,1.7401524679891727
exp,0.6,2000,33,grid_decade_const,2208,0.6930848854481824,0.032922173550591585,True,955.8209082012058,0.016344395720698512,0.5910789264805116,0.010297400003764778,
exp,0.6,2000,33,grid_default_const,2208,0.6695231546102688,0.034170650753152405,True,959.377739258071,0.014225206376396238,0.7572939881802099,0.036985400001867674,
exp,0.6,2000,33,grid_default_spline2min,2208,0.6629786280741075,0.034439371779437164,True,960.842896310342,0.015657758674532896,0.6452658953347541,0.04810630000429228,
exp,0.6,2000,34,exp_true_beta,1965,0.6245051327888532,0.029498434253051067,True,631.6967184812479,0.012625261171705898,0.9087773941438472,0.005448700001579709,
exp,0.6,2000,34,exp_profile,1965,0.6170636227566832,0.029210298660672325,True,631.8503365372326,0.01283956656392804,0.8980532646772003,0.19705089999479242,2.1073664723281142
exp,0.6,2000,34,grid_decade_const,1965,0.6717709154581466,0.03447833623639943,True,617.1737569892755,0.018184318602380678,0.5282682278703028,0.011681899995892309,
exp,0.6,2000,34,grid_default_const,1965,0.6293942150704464,0.03530692661472067,True,628.9272931719245,0.01563768980560032,0.7163734579312271,0.02754799999820534,
exp,0.6,2000,34,grid_default_spline2min,1965,0.6242254928326687,0.03547965657613569,True,629.8356845832495,0.015422588871976894,0.7321391408212754,0.029728699999395758,
exp,0.6,2000,35,exp_true_beta,1883,0.5994600784472666,0.029906808790304263,True,513.5058111804256,0.01742496040865746,0.610470885868238,0.006800999995903112,
exp,0.6,2000,35,exp_profile,1883,0.6025636890781823,0.03003472532333335,True,513.5299336156068,0.01660414645351216,0.6704741240854379,0.16506569999910425,1.956387135742173
exp,0.6,2000,35,grid_decade_const,1883,0.6569775509048952,0.03510030602218803,True,502.7098253184531,0.01866583151316409,0.5218845886532226,0.014998500002548099,
exp,0.6,2000,35,grid_default_const,1883,0.6356150735384087,0.07149570637434843,True,511.27422374975345,0.02002345833824981,0.43149906404560245,0.026673700005630963,
exp,0.6,2000,35,grid_default_spline2min,1883,0.5827693049039222,0.03750237955659136,True,517.4082714187302,0.019440601838932425,0.46926302075016635,0.025319399996078573,
exp,0.6,2000,36,exp_true_beta,2018,0.5984867442869415,0.029598448246366926,True,669.7954630666686,0.01802517095733877,0.5224864768073249,0.005931899999268353,
exp,0.6,2000,36,exp_profile,2018,0.5868925776327517,0.02909860870359509,True,670.1141527305922,0.021920712089544242,0.28261379715401835,0.14518600000883453,2.1705709490513025
exp,0.6,2000,36,grid_decade_const,2018,0.65469071403459,0.035004087693789286,True,655.6782797447704,0.022263804939706477,0.26590576573909197,0.011252600001171231,
exp,0.6,2000,36,grid_default_const,2018,0.6189636766010437,0.06957578865562496,True,669.2675574431478,0.0254107645607001,0.14509931083757766,0.02355810000153724,
exp,0.6,2000,36,grid_default_spline2min,2018,0.5913091403880147,0.03652320825161175,True,671.9742740965216,0.023826367892853778,0.19889468181017378,0.023372600000584498,
exp,0.6,2000,37,exp_true_beta,1907,0.5497223012339072,0.031603216971776024,True,471.1491409399723,0.016518727005108758,0.6690869171600882,0.006943100001080893,
exp,0.6,2000,37,exp_profile,1907,0.5789961287037058,0.032945733299635425,True,472.3655816593614,0.016173904241149173,0.6944033289394103,0.15087359999597538,1.6684733411853687
exp,0.6,2000,37,grid_decade_const,1907,0.6305350896351372,0.03784140554811684,True,466.92637606157564,0.022014267192513315,0.30924475504128224,0.01168850000249222,
exp,0.6,2000,37,grid_default_const,1907,0.6024697810169038,0.038993503345303514,True,471.26368189112736,0.014171949998760147,0.8329592957056751,0.021576099999947473,
exp,0.6,2000,37,grid_default_spline2min,1907,0.5955955545974053,0.039242869192416464,True,472.3929107126178,0.014901496769997635,0.7850031445844945,0.039860399992903695,
exp,0.6,2000,38,exp_true_beta,1768,0.5400906952938324,0.0319192644272293,True,305.6002993402519,0.01159289102925165,0.9692145412308565,0.019185500001185574,
exp,0.6,2000,38,exp_profile,1768,0.5094582896292336,0.030327643543660836,True,307.02737787001547,0.016953775805766486,0.6831436372987953,0.185868999993545,2.463733489982899
exp,0.6,2000,38,grid_decade_const,1768,0.5883514773670403,0.03881371874526383,True,299.8252276869275,0.025639504918603284,0.1921665649704306,0.010955999998259358,
exp,0.6,2000,38,grid_default_const,1768,0.5382608999446203,0.04020898045547293,True,308.60009278753114,0.0203581306319936,0.4503362068042579,0.03268930000194814,
exp,0.6,2000,38,grid_default_spline2min,1768,0.5159555650676766,0.04112469732434229,True,312.21831669210565,0.018434067819129984,0.5785992940839789,0.03212700001313351,
exp,0.6,2000,39,exp_true_beta,2104,0.5816037671444425,0.030106641891516486,True,759.5575445541085,0.019159185402903164,0.4174384859216447,0.005059799994342029,
exp,0.6,2000,39,exp_profile,2104,0.5864283002259474,0.030308090509361757,True,759.5995705472983,0.01985565092308486,0.37318193912527275,0.14247340000292752,1.9388558023147981
exp,0.6,2000,39,grid_decade_const,2104,0.6454909183948535,0.0357603427305209,True,754.8688112853688,0.012274467728149385,0.9051839069899269,0.010832300002221018,
exp,0.6,2000,39,grid_default_const,2104,0.6132048186332915,0.036839700533421435,True,761.0664049491061,0.013357590488774496,0.8420066610061834,0.023397400000249036,
exp,0.6,2000,39,grid_default_spline2min,2104,0.5867945857573648,0.038463487481341666,True,764.3642896998786,0.012305359743696509,0.9035916829572777,0.03317740000784397,
exp,0.6,2000,40,exp_true_beta,2108,0.5975266269166275,0.029550114477416917,True,778.5133724723937,0.010888088297312914,0.9616806654476745,0.01001860000542365,
exp,0.6,2000,40,exp_profile,2108,0.5849979112616587,0.02903532462167317,True,778.8922492012589,0.007802078066643958,0.9994420576654958,0.16436480000265874,2.17905878951448
exp,0.6,2000,40,grid_decade_const,2108,0.6418827870299779,0.03517426173635195,True,765.7146397725301,0.013718848258869737,0.8171350790277082,0.0104297000070801,
exp,0.6,2000,40,grid_default_const,2108,0.5981416461911688,0.03606408463490104,True,777.5448067608718,0.010110234135994656,0.9809350309658282,0.037822600002982654,
exp,0.6,2000,40,grid_default_spline2min,2108,0.58754347238624,0.036563399168514255,True,779.5726367915258,0.009819437471451337,0.9859792375759988,0.03795729999546893,
exp,0.6,2000,41,exp_true_beta,1919,0.6168273755250958,0.030135187465003647,True,555.4922244722375,0.018529730333483097,0.519151287689323,0.005595099995844066,
exp,0.6,2000,41,exp_profile,1919,0.628695273175366,0.03056755762375135,True,555.8458358242974,0.015754423009452123,0.7213563797212839,0.18562699999893084,1.8464512111470377
exp,0.6,2000,41,grid_decade_const,1919,0.6876544846902164,0.03490032020529251,True,543.0272297983909,0.02831343546949827,0.09046872434409181,0.01690089999465272,
exp,0.6,2000,41,grid_default_const,1919,0.6496800867695883,0.03591475520509774,True,554.3406262630656,0.018982148044511704,0.48789373458703567,0.030321600002935156,
exp,0.6,2000,41,grid_default_spline2min,1919,0.6406213683353675,0.036048314926894205,True,556.1065261171393,0.01814557087386659,0.5463178522644268,0.03613510000286624,
exp,0.6,2000,42,exp_true_beta,2140,0.5782038898095766,0.03027054534630198,True,785.4020268431423,0.009796693685745428,0.9851758605595153,0.00791999998909887,
exp,0.6,2000,42,exp_profile,2140,0.5789494902505131,0.030302322456421497,True,785.402851059911,0.009459586193632796,0.9899718235030135,0.14096819999394938,1.9906212037058724
exp,0.6,2000,42,grid_decade_const,2140,0.6445859375711873,0.036186245321589816,True,780.7886692120251,0.013291857714984034,0.8389672993505908,0.012837200003559701,
exp,0.6,2000,42,grid_default_const,2140,0.6142089862417259,0.05441553917054637,True,786.7895208110872,0.011096043040904835,0.9521351900312478,0.025528600002871826,
exp,0.6,2000,42,grid_default_spline2min,2140,0.5981190005148009,0.03754503130924056,True,788.8523246626764,0.012590888999949534,0.8822492640897476,0.03765610000118613,
exp,0.6,2000,43,exp_true_beta,1936,0.5478133220376897,0.031430926292321075,True,500.7407850678644,0.010984240859851502,0.9716428529845882,0.005674500003806315,
exp,0.6,2000,43,exp_profile,1936,0.5398276634359109,0.031031595263110123,True,500.87658091798426,0.009954439175564767,0.9898192870115953,0.14132600001175888,2.1169248938869547
exp,0.6,2000,43,grid_decade_const,1936,0.6001128752995458,0.03796415430338721,True,489.09277659111467,0.017457146684514036,0.5905148671452158,0.01112250000005588,
exp,0.6,2000,43,grid_default_const,1936,0.5532687092989305,0.03918617955841313,True,501.96047797346046,0.009838588775532453,0.9911221088420101,0.03613730000506621,
exp,0.6,2000,43,grid_default_spline2min,1936,0.5455314939629811,0.03938655844118623,True,503.4958338018316,0.011185746761567916,0.9665118330018841,0.03779249999206513,
exp,0.6,2000,44,exp_true_beta,2037,0.5833730057825302,0.03040010590327127,True,666.9472812131094,0.016290092337030493,0.6459103916356643,0.004758999988553114,
exp,0.6,2000,44,exp_profile,2037,0.5756355588168256,0.0300634475958845,True,667.0534104084286,0.015246186522528404,0.7249065072506238,0.14393469999777153,2.1063036141335485
exp,0.6,2000,44,grid_decade_const,2037,0.6662508374291665,0.07215572809966929,True,660.9544644456673,0.025117353683114962,0.15042126258156596,0.014870700004394166,
exp,0.6,2000,44,grid_default_const,2037,0.7106093908532095,0.07316333162594663,True,669.3615114518661,0.017546222959235025,0.5513541279598881,0.03416100000322331,
exp,0.6,2000,44,grid_default_spline2min,2037,0.6594028517449619,0.09183233314889644,True,670.5727492759759,0.014883778804888004,0.7516978580850244,0.12757199999759905,
exp,0.6,2000,45,exp_true_beta,2206,0.6097820313928092,0.029733963636198853,True,904.3362827605147,0.02616717611287314,0.09579404790196133,0.005439600005047396,
exp,0.6,2000,45,exp_profile,2206,0.6131590755475739,0.02986172092360486,True,904.3531608107505,0.026935155984443876,0.07997928538329946,0.14319459999387618,1.9577379748039312
exp,0.6,2000,45,grid_decade_const,2206,0.6658060919663848,0.03468413888221751,True,911.4279435564986,0.010351202169855411,0.9701738013688821,0.013328700006240979,
exp,0.6,2000,45,grid_default_const,2206,0.6571817541876658,0.03618773397435031,True,911.7869578809391,0.010019711131091513,0.9781510716387587,0.02497630000289064,
exp,0.6,2000,45,grid_default_spline2min,2206,0.623133025163034,0.03787222923505807,True,916.7709941900425,0.011345548587302856,0.9358388599896464,0.043648300008499064,
exp,0.6,2000,46,exp_true_beta,2346,0.6712498395005042,0.027410462291243724,True,1216.7129850622923,0.017140435699808054,0.49052790040950334,0.005063200005679391,
exp,0.6,2000,46,exp_profile,2346,0.6860371854384919,0.027888894908424926,True,1217.1896566822352,0.014450598179961749,0.7056879100451872,0.15265170000202488,1.8166319545773266
exp,0.6,2000,46,grid_decade_const,2346,0.7479430836849732,0.031511209830337866,True,1214.1473261577567,0.020423963927024835,0.27793093502498556,0.01903199999651406,
exp,0.6,2000,46,grid_default_const,2346,0.7347373127912343,0.04172588599184657,True,1222.7100210921144,0.016579252044091053,0.5337014563682259,0.033456400007708,
exp,0.6,2000,46,grid_default_spline2min,2346,0.6999975546663135,0.032930705750141044,True,1226.4988535243742,0.01628855993014877,0.5566238010946102,0.040692399998079054,
exp,0.6,2000,47,exp_true_beta,1909,0.566799276491628,0.030736612395261032,True,504.66601212964474,0.02520362048482902,0.17383429613957235,0.012903599999845028,
exp,0.6,2000,47,exp_profile,1909,0.54354701705424,0.0296211225483729,True,505.423375278845,0.023073960649029168,0.2574021373805435,0.15410730001167394,2.337221805065142
exp,0.6,2000,47,grid_decade_const,1909,0.6133561020370826,0.036966710259506284,True,505.1768767045792,0.01758901655927711,0.5898267645831214,0.009248899994418025,
exp,0.6,2000,47,grid_default_const,1909,0.5851235035995856,0.03859196566681155,True,508.80240945979244,0.01530901881799776,0.7561461915212582,0.029154800009564497,
exp,0.6,2000,47,grid_default_spline2min,1909,0.5827032543372339,0.03864286979621825,True,509.36001314635973,0.01502287456468726,0.7761301486193686,0.03993800000171177,
exp,0.6,2000,48,exp_true_beta,2024,0.5757921689642873,0.029424094466104816,True,681.663753393429,0.018866985331521396,0.4615535743146655,0.011745100011467002,
exp,0.6,2000,48,exp_profile,2024,0.5934648927816856,0.03022461321742739,True,682.303440867106,0.016855413649847592,0.6070469804053449,0.1787824999919394,1.7762491388682349
exp,0.6,2000,48,grid_decade_const,2024,0.6476952379699215,0.03506910185289507,True,674.7207497968577,0.022439367518203857,0.25609721821831655,0.011900699988473207,
exp,0.6,2000,48,grid_default_const,2024,0.6156940637008914,0.03589531932970539,True,680.3395575991483,0.019622645250391202,0.41166079252480725,0.0287660999892978,
exp,0.6,2000,48,grid_default_spline2min,2024,0.6054858497217994,0.03658663855602736,True,681.7732041965476,0.020484035816701635,0.3588358914927232,0.03257100000337232,
exp,0.6,2000,49,exp_true_beta,2246,0.632903193873356,0.02886827430693132,True,998.4329517682331,0.015056132975301062,0.6827449941440903,0.004593500008923002,
exp,0.6,2000,49,exp_profile,2246,0.6194734679614435,0.0283555047082562,True,998.8190757494767,0.012020464494333916,0.8977266784422966,0.16843779999180697,2.1817043313161864
exp,0.6,2000,49,grid_decade_const,2246,0.688549502609655,0.03400879479231267,True,991.6414776333631,0.016088477587135636,0.6003928850556227,0.014901100003044121,
exp,0.6,2000,49,grid_default_const,2246,0.6536846089975671,0.05029414157588472,True,999.1593803051665,0.00881294966848209,0.9943334229244376,0.06030019999889191,
exp,0.6,2000,49,grid_default_spline2min,2246,0.6324621707194185,0.03705224825525434,True,1000.6202300706018,0.008792143999609425,0.994502848909332,0.04953720000048634,
exp,0.6,5000,0,exp_true_beta,5171,0.6281049417899403,0.026558226723739326,True,6260.032169190535,0.010497592806663958,0.6150895911810619,0.014815500006079674,
exp,0.6,5000,0,exp_profile,5171,0.6376487652465851,0.026922504795370762,True,6260.217372054542,0.012091312524615927,0.43283360705741125,0.1995632000034675,1.8867267438238484
exp,0.6,5000,0,grid_decade_const,5171,0.698380284742684,0.031862474394836464,True,6252.327089925477,0.007112577544284043,0.9544584979902946,0.01711250000516884,
exp,0.6,5000,0,grid_default_const,5171,0.6616483626601937,0.03291591206134717,True,6259.587554596696,0.00831439612189483,0.8640406448567007,0.039807600012863986,
exp,0.6,5000,0,grid_default_spline2min,5171,0.6400797700356415,0.033764828983176454,True,6263.491744788458,0.009552647896748256,0.7290834943883628,0.04831949999788776,
exp,0.6,5000,1,exp_true_beta,5020,0.5453385885578655,0.028908708236638554,True,5830.7357804491585,0.008429304654354819,0.864859502585927,0.0068755999964196235,
exp,0.6,5000,1,exp_profile,5020,0.5332583140771205,0.028299021538930783,True,5830.940775113579,0.009527127923660506,0.7485336734157837,0.17694489999848884,2.151845020045584
exp,0.6,5000,1,grid_decade_const,5020,0.6054744965961786,0.03642123736711571,True,5820.963608934274,0.012896160268751122,0.37093748704336993,0.01667600001383107,
exp,0.6,5000,1,grid_default_const,5020,0.5554211987828384,0.038034122180096865,True,5830.396391988323,0.01154535406626489,0.5114131433958194,0.04610829999728594,
exp,0.6,5000,1,grid_default_spline2min,5020,0.5435876273802925,0.03840577858500431,True,5832.466168500881,0.010250243495354805,0.6632694898301053,0.09819070000958163,
exp,0.6,5000,2,exp_true_beta,5031,0.5900661362228073,0.027431057474697654,True,5912.43338591756,0.015131731390492176,0.19754058183905554,0.00936809999984689,
exp,0.6,5000,2,exp_profile,5031,0.5930848705673818,0.02756150072099445,True,5912.450990996613,0.014768691455835536,0.22031092261353336,0.1892329999973299,1.96392964597404
exp,0.6,5000,2,grid_decade_const,5031,0.6624909341536656,0.03365654734437935,True,5899.337813660468,0.01635723384860871,0.1339512502340655,0.02309840000816621,
exp,0.6,5000,2,grid_default_const,5031,0.6153993012882482,0.03492398815874136,True,5910.282672949131,0.018110934882546004,0.07284169694058051,0.03942639999149833,
exp,0.6,5000,2,grid_default_spline2min,5031,0.5876989587428972,0.03590387305529952,True,5915.1980122433115,0.016498472937165942,0.1278330016964444,0.07760749998851679,
exp,0.6,5000,3,exp_true_beta,4901,0.5932420315274769,0.02711889112485832,True,5653.672193616272,0.01378310536696603,0.30672269891908377,0.006995199990342371,
exp,0.6,5000,3,exp_profile,4901,0.6218164878770146,0.028266054626261226,True,5654.945286206974,0.011126670953618412,0.574822559388273,0.17915179999545217,1.6874252024349519
exp,0.6,5000,3,grid_decade_const,4901,0.6788504034732992,0.03272281809001885,True,5648.69636999861,0.010324715859611477,0.6690309989739072,0.017373700000462122,
exp,0.6,5000,3,grid_default_const,4901,0.6566063027653746,0.04691646741106735,True,5655.204159206189,0.01415949159073071,0.27687708331324834,0.035243799997260794,
exp,0.6,5000,3,grid_default_spline2min,4901,0.6441218836319631,0.04780054332267943,True,5656.354292463907,0.012027910532553032,0.4738514097326879,0.05666800000471994,
exp,0.6,5000,4,exp_true_beta,4786,0.5646340358521597,0.02875741907185446,True,5353.156352048072,0.008742637568616485,0.8545925870166764,0.006085499990149401,
exp,0.6,5000,4,exp_profile,4786,0.5785701999559114,0.029400639974022178,True,5353.5274668601505,0.009332768429532123,0.7950435517426542,0.17979720000585075,1.8378646279229345
exp,0.6,5000,4,grid_decade_const,4786,0.6347445381406835,0.035350465814166024,True,5343.693191873962,0.011914103877948834,0.5014911415113638,0.023222600008011796,
exp,0.6,5000,4,grid_default_const,4786,0.5967671018073252,0.03654764227744325,True,5350.590205547737,0.00932165111684119,0.7962284962142928,0.04881249999743886,
exp,0.6,5000,4,grid_default_spline2min,4786,0.5914729871464873,0.036649107805115405,True,5351.690376216442,0.009442179404023476,0.7832750686754227,0.05757800000719726,
exp,0.6,5000,5,exp_true_beta,4988,0.6162706320043032,0.026070068356937676,True,5886.702860569646,0.009274449699168796,0.780530909025609,0.01030009999522008,
exp,0.6,5000,5,exp_profile,4988,0.6099564161065979,0.025811189088443712,True,5886.7998479108755,0.010165494511587436,0.6772470726415024,0.16402779999771155,2.082359714043328
exp,0.6,5000,5,grid_decade_const,4988,0.6788544125588433,0.03169241749108226,True,5872.164131553581,0.01311130154818646,0.35479691133470515,0.016864999997778796,
exp,0.6,5000,5,grid_default_const,4988,0.6744707917225725,0.06215413645683056,True,5886.251603846949,0.013183928802345868,0.34819496843504627,0.05182459999923594,
exp,0.6,5000,5,grid_default_spline2min,4988,0.6539828292882612,0.06512881969839844,True,5887.109366706754,0.012358880571111508,0.42785819350265286,0.09901030000764877,
exp,0.6,5000,6,exp_true_beta,4943,0.5849622699813107,0.027698438884460302,True,5719.386388795494,0.007631890063875324,0.9335084888276027,0.014556699999957345,
exp,0.6,5000,6,exp_profile,4943,0.5807034248602922,0.027510676760161796,True,5719.417635701695,0.00753694268864491,0.9395200365413711,0.23771529999794438,2.0536902600688487
exp,0.6,5000,6,grid_decade_const,4943,0.6487334519719745,0.03380248632887941,True,5710.970858588377,0.011684201545889006,0.5058959142112115,0.016385499999159947,
exp,0.6,5000,6,grid_default_const,4943,0.6072206957916356,0.03496830576273677,True,5719.571056343156,0.009250218060449289,0.7878163771859013,0.032475100000738166,
exp,0.6,5000,6,grid_default_spline2min,4943,0.5956526174903236,0.035629002301699235,True,5721.22589136719,0.009389970718832796,0.7723588525443599,0.05438629999116529,
exp,0.6,5000,7,exp_true_beta,5017,0.6333144282613478,0.0264700255714907,True,5932.5863425503285,0.010520340663331684,0.6313730682907925,0.007615399998030625,
exp,0.6,5000,7,exp_profile,5017,0.655192797313608,0.027229086979499054,True,5933.710812662306,0.008825218302112137,0.8260160057996924,0.21414509999158327,1.754250952332853
exp,0.6,5000,7,grid_decade_const,5017,0.7044786954680774,0.03155347107619669,True,5924.743516178096,0.015687940860908856,0.16739365540749673,0.014485899999272078,
exp,0.6,5000,7,grid_default_const,5017,0.6755135031788592,0.03268491785580501,True,5932.06107811418,0.01277959087903624,0.38241322346374973,0.04561669999384321,
exp,0.6,5000,7,grid_default_spline2min,5017,0.6638964587181687,0.03307228460688179,True,5934.281819539704,0.013086922980958704,0.3535623628867728,0.08498849999159575,
exp,0.6,5000,8,exp_true_beta,4687,0.5173476656881966,0.029810102035177855,True,5105.629507924077,0.011175337192863233,0.5977995842575412,0.005871500005014241,
exp,0.6,5000,8,exp_profile,4687,0.5364502902041206,0.030815909656720077,True,5105.9994053320115,0.012903262518715541,0.4126270761092786,0.17360540000663605,1.7808141464966787
exp,0.6,5000,8,grid_decade_const,4687,0.594377998255081,0.03712252913871724,True,5104.519004457952,0.00886756629770924,0.8514579972560639,0.018614600005093962,
exp,0.6,5000,8,grid_default_const,4687,0.5822618393401984,0.08496449986264107,True,5107.316820116474,0.009367034340176938,0.801705302880929,0.06958070000109728,
exp,0.6,5000,8,grid_default_spline2min,4687,0.5422375711855082,0.039804905873177164,True,5110.979819465167,0.010409041084085802,0.6860782149293896,0.062996499997098,
exp,0.6,5000,9,exp_true_beta,5000,0.603962677862083,0.027067163736118224,True,5869.772460369124,0.008389509631721248,0.8701019263578395,0.007538099991506897,
exp,0.6,5000,9,exp_profile,5000,0.5943248530564905,0.02665969883018091,True,5869.9541269549645,0.007692863960701568,0.9264832925714319,0.2301170999999158,2.1234967751615303
exp,0.6,5000,9,grid_decade_const,5000,0.6655863132018962,0.032979625644979735,True,5858.330626864219,0.01225071315199247,0.43750576109075756,0.015467199991689995,
exp,0.6,5000,9,grid_default_const,5000,0.617076434141182,0.03418591576401528,True,5870.632924655694,0.008873127621700616,0.8225980954484539,0.05228910000005271,
exp,0.6,5000,9,grid_default_spline2min,5000,0.6085470625196974,0.034677328640240916,True,5871.90179384118,0.00899275850612441,0.8100061982969619,0.06048650000593625,
exp,0.6,5000,10,exp_true_beta,4896,0.646851264681778,0.025680423050514857,True,5725.4861649006425,0.01242388108562087,0.43298258447381044,0.007256400000187568,
exp,0.6,5000,10,exp_profile,4896,0.6507918378885815,0.025819949475325468,True,5725.530388373978,0.01195062956265458,0.4828402840552045,0.19610850000754,1.9517970210013926
exp,0.6,5000,10,grid_decade_const,4896,0.7184498980385872,0.030762620269222222,True,5702.930894593654,0.013116572877044375,0.365504125549002,0.016342000002623536,
exp,0.6,5000,10,grid_default_const,4896,0.6704071382624889,0.031722181196512864,True,5720.672589435646,0.014629913526640892,0.24311004051357954,0.041625500001828186,
exp,0.6,5000,10,grid_default_spline2min,4896,0.6472316496788431,0.032732438299548736,True,5724.640176615418,0.014168833329895159,0.27671435736975336,0.0683502000028966,
exp,0.6,5000,11,exp_true_beta,5086,0.6233328720659685,0.026190994655672498,True,6084.532298243543,0.0063886706329628895,0.9847524045475794,0.010358100000303239,
exp,0.6,5000,11,exp_profile,5086,0.6195335681976383,0.02603793522256096,True,6084.564735001547,0.0065382741579549375,0.9805807574086639,0.18268679999164306,2.0490643119885394
exp,0.6,5000,11,grid_decade_const,5086,0.6864386226273568,0.03159354839597191,True,6073.349746675101,0.011727197882938356,0.4826977799129424,0.014249200001358986,
exp,0.6,5000,11,grid_default_const,5086,0.6424735807729557,0.032581561998793106,True,6084.502038046372,0.00904061576440382,0.7965502154866311,0.04627819999586791,
exp,0.6,5000,11,grid_default_spline2min,5086,0.6369669863567071,0.03278259393976599,True,6085.505363935684,0.009180453830905905,0.7810381023838968,0.05789280000317376,
exp,0.6,5000,12,exp_true_beta,5175,0.5817650148990064,0.02788735998175194,True,6202.437612168227,0.005881703309404129,0.993549747350119,0.010757800002465956,
exp,0.6,5000,12,exp_profile,5175,0.600545106442447,0.02870825991758647,True,6203.026218318834,0.007347534181547377,0.9407268767390249,0.1763141999981599,1.7857906807979216
exp,0.6,5000,12,grid_decade_const,5175,0.659259746677757,0.03398867248593573,True,6197.44921286989,0.006965816996029273,0.9617322818327884,0.027710099995601922,
exp,0.6,5000,12,grid_default_const,5175,0.6271938944878016,0.03512616338432098,True,6202.635112835203,0.006066975445606859,0.9905953374941834,0.05984439999156166,
exp,0.6,5000,12,grid_default_spline2min,5175,0.5961989518798821,0.03658190677576345,True,6207.618195934613,0.0057549417878331455,0.9951264579513261,0.08619780000299215,
exp,0.6,5000,13,exp_true_beta,5096,0.6142474023151682,0.02652651128157593,True,6094.84104717781,0.007398831379225562,0.941047246095368,0.006387800007360056,
exp,0.6,5000,13,exp_profile,5096,0.6093790579927584,0.02632473109046556,True,6094.8959733883785,0.007796464762035715,0.9136295431928335,0.18848689999140333,2.06280444844266
exp,0.6,5000,13,grid_decade_const,5096,0.6737726008177022,0.03211468546906198,True,6083.963542285285,0.013779315332596104,0.28532746718188007,0.018068500008666888,
exp,0.6,5000,13,grid_default_const,5096,0.6320628414349395,0.06929459440657715,True,6094.519353883365,0.01106840239851864,0.5564671859665438,0.05102820000320207,
exp,0.6,5000,13,grid_default_spline2min,5096,0.6187708617975647,0.033804608568048594,True,6096.330537910428,0.011666463935305599,0.4881519398206683,0.05251900000439491,
exp,0.6,5000,14,exp_true_beta,4736,0.5813814840626074,0.028074302343884607,True,5275.029110625913,0.012570847377687266,0.4391009657933316,0.019371699992916547,
exp,0.6,5000,14,exp_profile,4736,0.6003594546869789,0.028889568533375085,True,5275.618689258434,0.011160506299569967,0.5928645769227127,0.21768480000901036,1.786560876477969
exp,0.6,5000,14,grid_decade_const,4736,0.662978535821205,0.03423345248707544,True,5266.809669822038,0.013935154846776376,0.31367509556288653,0.0237803000054555,
exp,0.6,5000,14,grid_default_const,4736,0.6267088682130724,0.03538098180594554,True,5274.442905835439,0.013182898517881486,0.37955579153740704,0.04873100000259001,
exp,0.6,5000,14,grid_default_spline2min,4736,0.6208143814346233,0.035367280528838356,True,5275.7826002870115,0.013466938855075883,0.35370802047551986,0.05498929999885149,
exp,0.6,5000,15,exp_true_beta,5095,0.5955975239243706,0.027736281095755155,True,6044.017330819277,0.011082076740683844,0.5549943286561971,0.007215000005089678,
exp,0.6,5000,15,exp_profile,5095,0.6196620314303349,0.028681154482839845,True,6044.946066014774,0.009659809384654272,0.7247922992156759,0.19584580000082497,1.7409162103572906
