scenario,seed,fitter,n_events,n_hat,se_n,mu_mean_hat,converged,condition_number,alpha_slowest_two,n_true,n_true_within_10s,ks_stat,ks_p,lb_stat,lb_p,dispersion_z,dispersion_p,executions_per_event
sweeps_unmerged,8,grid_spline2min,2877,0.6613846996018344,0.027834314425963576,1.6230663717419442,True,50.61429214941571,3.7585983358451995e-13,0.6,0.6,0.32621837978784474,4.14994558691431e-273,30.92004118439148,0.0006048323140703776,5.8861270773521035,3.953503768385751e-09,1.5073959408324733
sweeps_unmerged,8,grid_spline1min,2877,0.6474595409677166,0.028124524245910377,1.689881370452747,True,51.16071891090147,3.7585983358451995e-13,0.6,0.6,0.3262183793990992,4.14995195755057e-273,30.243663954005566,0.0007814403158632297,5.920773003397266,3.2043188957464504e-09,1.5073959408324733
sweeps_unmerged,9,grid_const,3050,0.7172255046144407,0.05806351276362086,1.4354895622693182,True,164.0854804651083,0.026856413286959313,0.6,0.6,0.33196510764121756,4.735483446565789e-300,43.21124955188795,4.558612275048603e-06,8.073189607969217,6.848513040175691e-16,1.4927868852459016
sweeps_unmerged,9,grid_spline2min,3050,0.6944181756017328,0.06268517227919196,1.5517935916980794,True,191.59537957606975,0.002404805592774827,0.6,0.6,0.33196510814863134,4.735473190615339e-300,42.611459338469814,5.834778733621138e-06,8.146468708371733,3.7470565924358344e-16,1.4927868852459016
sweeps_unmerged,9,grid_spline1min,3050,0.674332943752361,0.027698730111463548,1.6540632028089721,True,54.0158805891571,3.551335357065664e-13,0.6,0.6,0.33196510929986045,4.7354499218208255e-300,40.983742361370545,1.1359196291654164e-05,8.003269360780171,1.2115850552192502e-15,1.4927868852459016
sweeps_unmerged,10,grid_const,3053,0.7379254781975998,0.043773403795816755,1.3356097479613982,True,106.05946891615336,1.3407828635672256e-05,0.6,0.6,0.3375318442565029,9.018642949046e-311,32.15606994266483,0.0003771464209325786,7.253027672528869,4.0755677366225764e-13,1.4920486435921423
sweeps_unmerged,10,grid_spline2min,3053,0.7346248975714473,0.025018974274299974,1.3523902472246496,True,44.910335986970125,3.314206595073661e-13,0.6,0.6,0.33753184435471173,9.0186390941176e-311,31.22220699313998,0.0005391385791486033,7.266970491496325,3.6763907379422594e-13,1.4920486435921423
sweeps_unmerged,10,grid_spline1min,3053,0.7143260607688592,0.02573867798238987,1.4555976320551924,True,46.629954975401326,3.314206595073661e-13,0.6,0.6,0.3375318426701572,9.018705217089e-311,32.004270169566624,0.0003997820852956942,7.371393350500035,1.6885381726529096e-13,1.4920486435921423
sweeps_unmerged,11,grid_const,3258,0.7583917404997159,0.024207609001349446,1.3080300237413276,True,41.69403677186834,3.118922087860431e-13,0.6,0.6,0.31353277205502167,4.214218531603645e-285,23.142209302406698,0.0102336580544869,5.527356205524595,3.2509248359336565e-08,1.4613225202744853
sweeps_unmerged,11,grid_spline2min,3258,0.7557812695773408,0.024344304091203646,1.3222481046046863,True,47.46447134272019,3.118922087860431e-13,0.6,0.6,0.3135327730050675,4.214201394349286e-285,22.275270951545263,0.01376206376160698,5.502563731816475,3.74307850305404e-08,1.4613225202744853
sweeps_unmerged,11,grid_spline1min,3258,0.7438622174735788,0.02501208564306501,1.3871540321421423,True,48.894492418111085,3.118922087860431e-13,0.6,0.6,0.3135327732305868,4.21419732636418e-285,21.48340337209124,0.017963870934578543,5.5566223275355515,2.7504498497290644e-08,1.4613225202744853
sweeps_unmerged,12,grid_const,2869,0.6687147404123663,0.027978977067135563,1.5802546608490233,True,162.53795603813865,3.7728512102410844e-13,0.6,0.6,0.33200593942248796,2.4025503706176195e-282,24.299731822804677,0.006843341031276023,6.287996082678201,3.2159002522979127e-10,1.471981320880587
sweeps_unmerged,12,grid_spline2min,2869,0.6568660145202339,0.028226598822684017,1.6371632369274811,True,178.3504235810423,3.7728512102410844e-13,0.6,0.6,0.33200593848023696,2.4025594610054926e-282,24.675848125828026,0.005994988671008212,6.357423428804632,2.0516588222768331e-10,1.471981320880587
sweeps_unmerged,12,grid_spline1min,2869,0.6498857037776787,0.02815897635438575,1.6706818523657234,True,61.356030491311195,3.7728512102410844e-13,0.6,0.6,0.33200593898174025,2.402554622736904e-282,25.53534877074783,0.00441802730462799,6.458854989562253,1.0549814169904894e-10,1.471981320880587
sweeps_unmerged,13,grid_const,2844,0.7166118838223358,0.02602886454148699,1.3486063181158625,True,39.77858361647856,3.7038043858985815e-13,0.6,0.6,0.3271919429299494,1.2351045158292475e-271,31.946733424051445,0.00040870423980432204,7.081226383525184,1.4288425993786558e-12,1.4841269841269842
sweeps_unmerged,13,grid_spline2min,2844,0.7074322107673277,0.026259618416126885,1.3919405173718573,True,45.90949452922489,3.7038043858985815e-13,0.6,0.6,0.3271919440097974,1.2350992922956743e-271,32.41265418886688,0.00034170253045687346,6.860071278745436,6.882619759781378e-12,1.4841269841269842
sweeps_unmerged,13,grid_spline1min,2844,0.6990466047938299,0.026546722703701457,1.4315161095749012,True,46.53211748582981,3.7038043858985815e-13,0.6,0.6,0.32719194187920053,1.2351095986232827e-271,32.40195135578974,0.0003431136148257262,6.638265671881774,3.1739541921452796e-11,1.4841269841269842
sweeps_unmerged,14,grid_const,2800,0.712855381326577,0.02582977375246291,1.34001997959807,True,38.6143309910736,3.7610174818166883e-13,0.6,0.6,0.3501825891078364,1.8828721944959074e-307,37.781807604037155,4.1417837359875876e-05,7.546700197892278,4.4642462937758336e-14,1.5373689550219818
sweeps_unmerged,14,grid_spline2min,2800,0.7065796685148364,0.025959131533447723,1.3693105360133144,True,43.70581905622574,3.7610174818166883e-13,0.6,0.6,0.35018258903713556,1.88287274826446e-307,37.70624068159675,4.2689489622065145e-05,7.5897765841709885,3.204575435008801e-14,1.5373689550219818
sweeps_unmerged,14,grid_spline1min,2800,0.6960311800690098,0.02610515762637735,1.4185431497079455,True,43.9379917651161,3.7610174818166883e-13,0.6,0.6,0.3501825892856116,1.882870802061736e-307,36.72558146909359,6.312410436747557e-05,7.60095715964545,2.939484165145312e-14,1.5373689550219818
sweeps_unmerged,15,grid_const,3212,0.7107261459942068,0.025069043649640927,1.548007756560047,True,39.69840230089641,3.322999936821701e-13,0.6,0.6,0.31584483748813796,2.446631153732988e-285,29.994782147664203,0.0008583262649229506,6.451073621570022,1.1106052764870448e-10,1.4525455688246387
sweeps_unmerged,15,grid_spline2min,3212,0.7017602866785246,0.02533997374891774,1.5960354965281887,True,45.35652593117486,3.322999936821701e-13,0.6,0.6,0.3158448392297731,2.4466130262602234e-285,28.72733623964572,0.0013791440118345526,6.405504217875921,1.4987324184311162e-10,1.4525455688246387
sweeps_unmerged,15,grid_spline1min,3212,0.6944518252744519,0.025635467141827663,1.6351880580001703,True,45.875822255208625,3.322999936821701e-13,0.6,0.6,0.3158448398685924,2.446606377266186e-285,27.457833164648807,0.002203255967791045,6.356269708833361,2.0671195651401176e-10,1.4525455688246387
sweeps_unmerged,16,grid_const,2925,0.7727749142167133,0.04751284520326261,1.104211069100634,True,114.78849781239266,0.07851564564955736,0.6,0.6,0.3164233017962853,7.334109613018181e-261,27.55285509097285,0.002127843868497749,6.10301800427322,1.040841123607152e-09,1.4577557755775579
sweeps_unmerged,16,grid_spline2min,2925,0.751300680966917,0.049537080202027975,1.20926882338584,True,127.66748331072304,0.054250020073028975,0.6,0.6,0.31642330185311973,7.334107994934812e-261,28.132071974989376,0.0017193968887712395,5.969994012741136,2.3726229392866997e-09,1.4577557755775579
sweeps_unmerged,16,grid_spline1min,2925,0.6992180892571042,0.026769963353175146,1.4640344593905503,True,49.48341209833251,3.5601509198584926e-13,0.6,0.6,0.31642330211592223,7.334100512918991e-261,28.730212542007664,0.0013776704524695212,5.797662348632496,6.724567099563706e-09,1.4577557755775579
sweeps_unmerged,17,grid_const,3332,0.6887161001677107,0.025440291296301078,1.7267173893506929,True,46.64890057622902,3.232782873925665e-13,0.6,0.6,0.3272675448251447,2.614724e-318,28.64627691816776,0.001421306336095409,6.477344716724525,9.335076135358112e-11,1.4832384566729917
sweeps_unmerged,17,grid_spline2min,3332,0.6810539150305036,0.025831442368348688,1.7693242165549472,True,53.32487484365653,3.232782873925665e-13,0.6,0.6,0.3272675447373928,2.614724e-318,28.907385941966748,0.001289790572929904,6.424402930496273,1.3238810752390515e-10,1.4832384566729917
sweeps_unmerged,17,grid_spline1min,3332,0.6728334565711902,0.026333178375619437,1.8150347568705874,True,54.41756237100114,3.232782873925665e-13,0.6,0.6,0.32726754481468723,2.614724e-318,27.723973158553804,0.001998291350838749,6.4649858989182585,1.0130825587019676e-10,1.4832384566729917
sweeps_unmerged,18,grid_const,3161,0.7533741085993975,0.035151806851864205,1.2992074480787046,True,247.07527777901367,0.08584730433337831,0.6,0.6,0.3437071808240104,0.0,48.81786247692334,4.3985218416571474e-07,8.443667546001114,3.0753304546047524e-17,1.5213554535827745
sweeps_unmerged,18,grid_spline2min,3161,0.7343678297196726,0.03705118255539161,1.3991192307654419,True,281.2035242528265,0.054862463591855815,0.6,0.6,0.3437071810190636,0.0,49.81563301853951,2.8857335675899197e-07,8.482165125484144,2.2104156129465762e-17,1.5213554535827745
sweeps_unmerged,18,grid_spline1min,3161,0.7066640400739518,0.0400053478840376,1.5447240796040285,True,306.2125924612169,0.007049003527311422,0.6,0.6,0.3437071806182725,0.0,50.74773991691474,1.9439197621122453e-07,8.594607286944568,8.355003591646601e-18,1.5213554535827745
sweeps_unmerged,19,grid_const,3284,0.727059918317435,0.04750091463537404,1.4944649398996959,True,121.7285790344253,0.029440822955203765,0.6,0.6,0.3256598361309978,1.3980216712029e-310,35.40651298833991,0.00010640697376598757,7.307594568260008,2.719669135458929e-13,1.4753793744193249
sweeps_unmerged,19,grid_spline2min,3284,0.696039248290899,0.025042863944465643,1.6640080715899865,True,46.405107370261064,3.20391926873707e-13,0.6,0.6,0.3256598361723731,1.39802141096983e-310,35.8285898437924,9.007992069134906e-05,7.13789370063709,9.477187314679694e-13,1.4753793744193249
