fitter,t0,t1,t_mid,n_events,n,n_within_10s,mu_mean,converged,loglik_per_event,gain_over_poisson_per_event,ks_stat,ks_p,lb_stat,lb_p,dispersion_z,dispersion_p,fit_seconds,heldout_gain_over_poisson_per_event,heldout_gain_kernel_only_per_event,heldout_n_events,boot_n,boot_mean,boot_sd,boot_lo,boot_hi,kernel_phi,mu_grid,boot_abandoned
neural_const,40200.0,40800.0,40500.0,1914,0.6953874173693032,0.6149844406422348,0.9463212057389864,True,1.7955937452825304,1.6355728284857771,0.0139065606300871,0.8477860607696635,43.05971046375225,4.8522552059372014e-06,-0.3135220997805497,0.7538840332372769,62.069213699986,1.3931291465573554,1.3696558404574046,1551,20,0.4986894393511951,0.0646571673577248,0.433286502193476,0.6258021083201624,2.2644e+03 9.7213e+02 4.7836e+02 1.3259e+02 5.0223e+01 1.5659e+01 3.6696e+00 7.4604e-01 1.6312e-01 4.6380e-02 1.7633e-02 7.8085e-03 3.0704e-03 0.0000e+00,0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463 0.9463,
neural_const,40500.0,41100.0,40800.0,1531,0.547231988087195,0.5189137418377305,1.1607986018179726,True,1.2288144847357778,1.2920677442942403,0.0163117204810996,0.8036177645367899,15.458346958270551,0.1162233585598217,-0.3457938251146754,0.7294976660686774,50.52008109999588,1.346979122377485,1.3306526518448831,1858,20,0.4027576297290934,0.0505958607151079,0.3418379348007124,0.4963110048404727,2.0133e+03 7.7260e+02 3.4855e+02 1.2073e+02 4.9844e+01 1.3836e+01 2.9724e+00 6.6233e-01 1.6752e-01 4.6879e-02 1.3997e-02 4.2616e-03 1.1274e-03 0.0000e+00,1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608 1.1608,
neural_const,40800.0,41400.0,41100.0,1551,0.629973981444653,0.5843312234864136,0.9517218055608434,True,1.326475439435307,1.376749931474915,0.0182824494391323,0.6706723321649761,8.729510251003006,0.5579520678420145,-0.5484008071132346,0.5834167223752434,51.423336599982576,1.2011918027524875,1.1957146280258415,1745,20,0.4619152591789466,0.0624578074969634,0.3436559229410615,0.5386579606649452,1.5696e+03 8.7990e+02 3.9080e+02 1.3139e+02 3.8742e+01 1.2967e+01 3.7187e+00 8.8010e-01 2.1917e-01 6.3462e-02 2.0388e-02 6.6475e-03 1.8198e-03 0.0000e+00,0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517 0.9517,
neural_const,41100.0,41700.0,41400.0,1858,0.8001969604982679,0.6764230107411271,0.6136451142794116,True,1.48018395489515,1.3498576907375126,0.0170550344672227,0.645747734563088,15.875235883189182,0.1032600505863545,-0.3961323266766101,0.6920074115666237,53.5600817000086,1.2801929962261536,1.1952356286514034,1263,20,0.6887957442542609,0.0945990820178638,0.4548531879694564,0.7494793115289553,1.8029e+03 9.5369e+02 4.1369e+02 1.1132e+02 3.7403e+01 1.4506e+01 4.3221e+00 9.9250e-01 2.3982e-01 7.6000e-02 3.0370e-02 1.3138e-02 4.7979e-03 0.0000e+00,0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136 0.6136,
neural_const,41400.0,42000.0,41700.0,1745,0.798290566466217,0.7034469951433708,0.5959381865883453,True,1.274792566172061,1.2072123867516795,0.0240882084041812,0.2592019176284489,17.97844638953703,0.0553283104654488,0.0125331365431771,0.9900002656466816,53.17212959998869,1.6173455291727072,1.5923910437728177,1390,20,0.7264233225969028,0.0754002442044402,0.5353650796429033,0.7878115638473532,1.7206e+03 8.6687e+02 3.5087e+02 1.0860e+02 4.9338e+01 1.1491e+01 4.9643e+00 5.2179e-01 2.4680e-01 1.0655e-01 4.3924e-02 1.5117e-02 3.8297e-03 0.0000e+00,0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959 0.5959,
neural_const,41700.0,42300.0,42000.0,1263,0.5448420449364918,0.5013486125513524,0.957544169146244,True,0.9550302275378542,1.2107147604035096,0.0165164650024829,0.8752330254394567,8.27587617870389,0.601909398903538,-0.3454273007797789,0.7297731557652873,38.74866300000576,1.5124986279314283,1.5061463469596474,1429,20,0.3912918055026881,0.0467805721560075,0.3204629779491472,0.4667748517366238,1.8814e+03 6.7648e+02 3.0546e+02 9.4436e+01 3.7979e+01 1.2249e+01 2.7949e+00 6.2230e-01 1.6843e-01 5.3700e-02 1.8489e-02 6.2704e-03 1.7369e-03 0.0000e+00,0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575 0.9575,
neural_const,42000.0,42600.0,42300.0,1390,0.61816810817285,0.5593629238104482,0.8818109934025646,True,1.4503345006075083,1.610205129698917,0.0215251852406814,0.5328877157422146,18.40800449699822,0.0484590115064789,0.2768054446574604,0.7819295002402836,32.588839700008975,1.265999243324593,1.2591536652567512,1237,20,0.5256158138099826,0.0473963149225506,0.4683089417586392,0.6025350108845843,2.3743e+03 9.9893e+02 3.3383e+02 1.0737e+02 4.9978e+01 1.4110e+01 4.5472e+00 7.6896e-01 1.1129e-01 3.1759e-02 1.3424e-02 6.1087e-03 2.2803e-03 0.0000e+00,0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818 0.8818,
neural_const,42300.0,42900.0,42600.0,1429,0.6513147564054006,0.6125765217988669,0.8260356777785947,True,1.4024740651303762,1.534673542416655,0.0295931482339497,0.1603969697497703,19.0480352810934,0.0396567862119675,0.8713572853396402,0.383559100880543,50.82005419998313,1.582035294600428,1.581911518264495,1393,20,0.521042511219789,0.0516595407450221,0.4565467144028141,0.6078879143153474,2.1865e+03 1.1055e+03 3.6158e+02 1.0138e+02 5.0432e+01 1.1760e+01 5.7042e+00 8.8480e-01 1.8804e-01 6.0367e-02 1.9958e-02 6.2686e-03 1.5605e-03 0.0000e+00,0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260 0.8260,
neural_const,42600.0,43200.0,42900.0,1237,0.6267407430342906,0.551264800888256,0.7672080347691208,True,0.9999058683150788,1.2763911511387376,0.0221522247396931,0.5707080095979487,11.771922954218024,0.3006108690479602,-0.3830359498603999,0.7016931089248039,43.11065859999508,1.945023255036204,1.8585161232123752,1934,20,0.5009398579961829,0.0919296294344037,0.3799001083471831,0.6327792331440528,1.9656e+03 8.7413e+02 3.4879e+02 9.1547e+01 2.8296e+01 9.6002e+00 4.5747e+00 6.6188e-01 1.6667e-01 6.0552e-02 2.3563e-02 9.0357e-03 2.9473e-03 0.0000e+00,0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672 0.7672,
neural_const,42900.0,43500.0,43200.0,1393,0.6661267417231254,0.5889456905328051,0.776168983507622,True,1.43888789902835,1.5966025804646906,0.0176459534348237,0.7716109824914081,15.32625965239561,0.1206120090155028,0.5493213350492856,0.582784948376037,41.3259473000071,1.645835646509005,1.612740952292109,1833,20,0.5452842790002678,0.0798060085253519,0.4160829973235779,0.6576346996997886,2.2656e+03 8.9440e+02 4.6523e+02 1.1107e+02 4.0588e+01 1.1201e+01 4.0974e+00 7.5450e-01 1.5883e-01 5.0897e-02 2.0304e-02 8.5049e-03 2.9998e-03 0.0000e+00,0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762 0.7762,
neural_const,43200.0,43800.0,43500.0,1934,0.7621029524727834,0.6844277139230858,0.7584712455844622,True,2.076364811823848,1.905948791026754,0.0180058431618628,0.5513098364169512,64.04059553079985,6.18239311595536e-10,1.20462100368358,0.2283496445716356,44.73951240000315,1.3696633027155156,1.2675027756418489,1270,20,0.6477859449299325,0.0277919521549054,0.6106038193811332,0.7009535803063196,2.0446e+03 1.0771e+03 5.1266e+02 1.7572e+02 5.5554e+01 1.7690e+01 4.3177e+00 8.9994e-01 2.0020e-01 5.6165e-02 2.0229e-02 8.2982e-03 3.0018e-03 0.0000e+00,0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585 0.7585,
neural_const,43500.0,44100.0,43800.0,1833,0.7165807931198028,0.6451986294812632,0.859355415484718,True,1.7504197522192702,1.6336401595957115,0.0204169328479918,0.4238276606170905,69.09302219904586,6.633677148458072e-11,0.2453723982176814,0.8061680988770931,63.25073910001083,1.5343977192673133,1.3788077814726705,1086,20,0.4750329767721415,0.0279701618541523,0.4283492010132811,0.5223410065914533,1.7339e+03 1.0462e+03 4.3732e+02 1.6590e+02 5.2659e+01 1.6151e+01 4.1595e+00 8.9348e-01 1.9992e-01 5.8116e-02 2.1296e-02 8.4223e-03 2.8001e-03 0.0000e+00,0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594 0.8594,
neural_const,43800.0,44400.0,44100.0,1270,0.6694468291969755,0.5696408363823454,0.705715361398068,True,1.0386074654621424,1.288764941225652,0.0128254916897793,0.9833840358348772,21.52486302151812,0.0177168169994327,-0.2754099176109581,0.7830013254531316,31.072959100012667,1.1542128347082952,1.0741798202675696,849,20,0.4851085379471493,0.081149185795736,0.328536469888494,0.5807878553897481,1.8558e+03 9.0275e+02 3.8145e+02 1.4233e+02 3.7820e+01 1.1052e+01 2.7464e+00 6.6103e-01 1.8453e-01 6.3280e-02 2.5489e-02 1.0818e-02 3.8739e-03 0.0000e+00,0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057 0.7057,
neural_const,44100.0,44700.0,44400.0,1086,0.5117753700965801,0.5005272523118863,0.8755058384098577,True,0.9894532061683414,1.396126360890607,0.0132695570420021,0.989682896119778,29.967604025625874,0.0008671554830747,-0.8923149271080598,0.3722241555520243,29.227924900013026,1.4666833312367296,1.4528082757097351,885,20,0.4271703947919165,0.0627331553976214,0.3358849378963572,0.512716586666097,1.6348e+03 7.8212e+02 3.6106e+02 1.3653e+02 3.9493e+01 1.1921e+01 4.1506e+00 5.2445e-01 2.1328e-01 6.1153e-02 1.3324e-02 2.5883e-03 4.5495e-04 0.0000e+00,0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755 0.8755,
neural_const,44400.0,45000.0,44700.0,849,0.6335088662092385,0.5224742547607099,0.5096471916376464,True,0.4404024463971187,1.0932729153019178,0.0190776912953772,0.9108437865614054,15.765750249378955,0.1065372988363005,-1.0856745132808332,0.2776230204339077,31.161870100011583,1.5307419173907375,1.5147996321419397,1021,20,0.4001834987274942,0.0667883585954769,0.2938557396638171,0.4889838750731525,9.4823e+02 4.8453e+02 2.6143e+02 1.0701e+02 3.2661e+01 1.2186e+01 4.1397e+00 9.8772e-01 1.9243e-01 4.8969e-02 1.9460e-02 9.5937e-03 4.1858e-03 0.0000e+00,0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096 0.5096,
neural_const,44700.0,45300.0,45000.0,885,0.6280167256176036,0.5279614989375861,0.540237650078907,True,0.8525228399970055,1.4638648502052225,0.0207306684554068,0.8335875492900217,17.80581796086451,0.0583289015978292,-1.0085982282407702,0.3131673573905429,25.831874700001208,1.3499468887570991,1.349845321276391,934,20,0.454124202177616,0.0759000487071508,0.3641182822272119,0.6067802993485021,2.0375e+03 8.8478e+02 2.9372e+02 1.4650e+02 5.1453e+01 9.9002e+00 2.8504e+00 7.6276e-01 1.5201e-01 3.7507e-02 1.5761e-02 8.2574e-03 3.7573e-03 0.0000e+00,0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402 0.5402,
