scenario,seed,fitter,n_events,n_hat,converged,loglik,n_true,n_true_within_60s,bias,bias_within_60s
smooth_mu_0.3,1,neural_mlp,2102,0.2350495954842504,True,895.1805941591562,0.3,0.3,-0.0649504045157496,-0.0649504045157496
smooth_mu_0.3,2,classical_const,1909,0.9550771671328959,True,686.1821601105335,0.3,0.3,0.6550771671328959,0.6550771671328959
smooth_mu_0.3,2,classical_spline,1909,0.3329888823071768,True,705.1884336571302,0.3,0.3,0.03298888230717684,0.03298888230717684
smooth_mu_0.3,2,neural_const,1909,0.9666725355800104,True,692.1292614442903,0.3,0.3,0.6666725355800105,0.6666725355800105
smooth_mu_0.3,2,neural_mlp,1909,0.31276797997085987,True,708.2456217927042,0.3,0.3,0.012767979970859877,0.012767979970859877
smooth_mu_0.3,3,classical_const,2123,0.9675616390635027,True,922.914791849249,0.3,0.3,0.6675616390635026,0.6675616390635026
smooth_mu_0.3,3,classical_spline,2123,0.3105633329949587,True,940.887922987506,0.3,0.3,0.010563332994958707,0.010563332994958707
smooth_mu_0.3,3,neural_const,2123,0.9661607340717379,True,924.5455746501555,0.3,0.3,0.6661607340717379,0.6661607340717379
smooth_mu_0.3,3,neural_mlp,2123,0.207993755304961,True,947.9626060346784,0.3,0.3,-0.09200624469503899,-0.09200624469503899
smooth_mu_0.3,4,classical_const,2002,0.9472917472460121,True,781.9193243069064,0.3,0.3,0.647291747246012,0.647291747246012
smooth_mu_0.3,4,classical_spline,2002,0.3734388527950682,True,798.2497066369131,0.3,0.3,0.07343885279506823,0.07343885279506823
smooth_mu_0.3,4,neural_const,2002,0.9595112330737542,True,786.5180101972944,0.3,0.3,0.6595112330737543,0.6595112330737543
smooth_mu_0.3,4,neural_mlp,2002,0.30665273493450823,True,804.4413547773993,0.3,0.3,0.006652734934508242,0.006652734934508242
smooth_mu_0.3,5,classical_const,2025,0.955940192265412,True,775.0950304487799,0.3,0.3,0.655940192265412,0.655940192265412
smooth_mu_0.3,5,classical_spline,2025,0.3406437377205225,True,789.7748370799932,0.3,0.3,0.04064373772052249,0.04064373772052249
smooth_mu_0.3,5,neural_const,2025,1.0046294678434449,True,776.3570615013891,0.3,0.3,0.7046294678434448,0.7046294678434448
smooth_mu_0.3,5,neural_mlp,2025,0.2620841539519056,True,800.1506210295881,0.3,0.3,-0.03791584604809439,-0.03791584604809439
smooth_mu_0.3,6,classical_const,1982,0.9614121376217316,True,755.513695966416,0.3,0.3,0.6614121376217317,0.6614121376217317
smooth_mu_0.3,6,classical_spline,1982,0.28104434922246957,True,773.1960360034861,0.3,0.3,-0.01895565077753042,-0.01895565077753042
smooth_mu_0.3,6,neural_const,1982,0.9971694106275034,True,758.6064233134782,0.3,0.3,0.6971694106275035,0.6971694106275035
smooth_mu_0.3,6,neural_mlp,1982,0.2413596476938099,True,780.5261065775976,0.3,0.3,-0.05864035230619008,-0.05864035230619008
smooth_mu_0.3,7,classical_const,2016,0.9523019070464905,True,793.0749616736625,0.3,0.3,0.6523019070464906,0.6523019070464906
smooth_mu_0.3,7,classical_spline,2016,0.3417963667545696,True,808.2200986067573,0.3,0.3,0.0417963667545696,0.0417963667545696
smooth_mu_0.3,7,neural_const,2016,0.9620655948004431,True,795.5646392406056,0.3,0.3,0.662065594800443,0.662065594800443
smooth_mu_0.3,7,neural_mlp,2016,0.21651606189755473,True,819.8884231903912,0.3,0.3,-0.08348393810244525,-0.08348393810244525
smooth_mu_0.3,8,classical_const,2006,0.9518084076624997,True,753.4378657342777,0.3,0.3,0.6518084076624997,0.6518084076624997
smooth_mu_0.3,8,classical_spline,2006,0.2548998458129537,True,772.828981615867,0.3,0.3,-0.04510015418704627,-0.04510015418704627
smooth_mu_0.3,8,neural_const,2006,0.9646148779591839,True,754.9628205528243,0.3,0.3,0.6646148779591838,0.6646148779591838
smooth_mu_0.3,8,neural_mlp,2006,0.22464812095154288,True,776.0940987072418,0.3,0.3,-0.07535187904845711,-0.07535187904845711
smooth_mu_0.3,9,classical_const,2117,0.9662672865607109,True,935.9231661587655,0.3,0.3,0.6662672865607109,0.6662672865607109
smooth_mu_0.3,9,classical_spline,2117,0.2833398778836427,True,957.4563592663885,0.3,0.3,-0.016660122116357312,-0.016660122116357312
smooth_mu_0.3,9,neural_const,2117,1.0020435859163745,True,937.4087593062482,0.3,0.3,0.7020435859163745,0.7020435859163745
smooth_mu_0.3,9,neural_mlp,2117,0.2326221882728992,True,965.3359166725387,0.3,0.3,-0.06737781172710078,-0.06737781172710078
